eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,lat,lon,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.02E+11,2015,7,29,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred in Nuqum neighborhood,"07/29/2015: An explosives-laden vehicle detonated at Al Faydh Alhatemy mosque in Nuqum neighborhood, Sanaa city, Amanat Al Asimah governorate, Yemen. Four people were killed and six others were wounded in the blast. The Sanaa Province of the Islamic State claimed responsibility for the incident and stated that the attack was carried out in retaliation to Huthi support.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Al Faydh Alhatemy Mosque,Mosque,228,Yemen,,,,,,,,,,,,,,,,,Sanaa Province of the Islamic State,,,,,,The Sanaa Province of the Islamic State claimed responsibility for the incident and stated that the attack was carried out in retaliation to Huthi support.,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15,Vehicle,,,,,,,,,,,,,,4,0,0,6,0,0,-9,,,,It is unknown if the mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Islamic State claims car bomb in Yemen capital, three dead,"" Reuters, July 29, 2015.","""Singapore: Islamic State claims Yemen car bombing - Twitter posting,"" Channel NewsAsia Online, July 29, 2015.","""Car bomb kills 9 near mosque in Yemen's capital,"" Xinhua News Agency, July 29, 2015.",START Primary Collection,0,0,0,0,
2.02E+11,2015,7,31,,0,,173,Saudi Arabia,10,Middle East & North Africa,Asir,Dhahran al-Janub,17.651777,43.526192,1,0,,"07/31/2015: Assailants fired projectiles at Saudi security forces in Dhahran al-Janub, Asir region, Saudi Arabia. At least three soldiers were killed and seven border guards were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,1,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Saudi Border Guard,Officers,173,Saudi Arabia,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Royal Saudi Arabian Armed Forces,Soldiers,173,Saudi Arabia,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,3,0,0,7,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""Saudi soldiers killed in shelling near Yemeni border,"" Al Jazeera, July 31, 2015.","""Yemen shelling kills four on Saudi border,"" Zawya.com, August 1, 2015.","""UPDATE 1-Houthis lose ground in Yemen's south, Saudi targets shelled,"" Reuters Africa, July 31, 2015.",START Primary Collection,1,1,0,1,
2.02E+11,2015,7,31,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.889167,42.561111,4,0,,"07/31/2015: Assailants shelled Saudi security forces in Jizan region, Saudi Arabia. At least one paramilitary soldier was killed and one was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,0,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Royal Saudi Arabian Armed Forces,Soldiers,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,1,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""Saudi soldiers killed in shelling near Yemeni border,"" Al Jazeera, July 31, 2015.","""Yemen shelling kills four on Saudi border,"" The Nation Pakistan, August 1, 2015.","""Yemen shelling kills four on Saudi border,"" Zawya.com, August 1, 2015.",START Primary Collection,1,1,0,1,
2.02E+11,2015,8,2,,0,,173,Saudi Arabia,10,Middle East & North Africa,Najran,Unknown,17.565604,44.228944,4,0,,"08/02/2015: Assailants shelled Najran province, Saudi Arabia. One civilian was killed in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,House,173,Saudi Arabia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,1,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Shell kills Saudi soldier on Yemen border,"" Kashmir Observer, August 6, 2015.","""Saudi killed in shelling from Yemen,"" UAE NewsApp.com, August 2, 2015.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2015,8,3,8/3/2015 0:00,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"08/03/2015: Assailants attacked and looted the Balqis Satellite TV Channel in Sanaa city, Amanat Al Asimah governorate, Yemen. No one was killed or injured in the attack. No group claimed responsibility; however, sources attributed the incident to Huthis.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,55,Television Journalist/Staff/Facility,Balqis Satellite TV Channel,Headquarters,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Unspecified property was stolen in this attack.,0,,,,,,,,,,,,,,,,,"""Revision: Yemen: Security Roundup 1200 GMT 4 August 2015,"" OSC Summary, August 3, 2015.",,,START Primary Collection,0,0,0,0,
2.02E+11,2015,7,27,,0,,228,Yemen,10,Middle East & North Africa,Marib,Unknown,15.515888,45.449807,4,0,,"07/27/2015: Assailants shelled an unknown number of areas in Marib governorate, Yemen. There were no reported casualties. No group claimed responsibility for the incident; however, a source attributed the attack to Huthis.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Marib Governorate,Governorate,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Yemen Ceasefire Ends, Coalition Resumes Attacks,"" Energy Intelligence Pubs, July 28, 2015.",,,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,6,,0,,173,Saudi Arabia,10,Middle East & North Africa,Asir,Abha,18.223461,42.526051,1,0,,"08/06/2015: A suicide bomber detonated inside a mosque in Abha city, Asir province, Saudi Arabia. In addition to the bomber, 15 people, including 10 security force members, were killed and nine others were injured in the blast. The Hijaz Province of the Islamic State claimed responsibility for the incident and stated that the group targeted security personnel at the mosque because they supported the status quo in Saudi Arabia and have targeted Islamic State of the Iraq and the Levant (ISIL) supporters.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Mosque,173,Saudi Arabia,3,Police,25,Police Security Forces/Officers,Saudi Arabia Police Force,Officers,173,Saudi Arabia,,,,,,,,,Hijaz Province of the Islamic State,,,,,,Hijaz Province of the Islamic State claimed responsibility for the incident and stated that the group targeted security personnel at the mosque because they supported the status quo in Saudi Arabia and have targeted Islamic State of the Iraq and the Levant (ISIL) supporters.,0,,,0,1,0,1,7,"Posted to website, blog, etc.",,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosives-laden belt was used in the attack.,16,0,1,9,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Saudi arrests suspect over foiled car bombing,"" Agence France-Presse Top News (English), t, May 1, 2016.","""Saudi Arabia says mosque suicide bomber was Saudi citizen,"" Xinhua News Agency, August 8, 2015.","""Saudi Arabia Mosque Attack: New ISIS Affiliate 'Hijaz Province' Claims Responsibility,"" International Business Times, August 7, 2015.",START Primary Collection,0,0,0,0,
2.02E+11,2015,8,8,,1,,228,Yemen,10,Middle East & North Africa,Sanaa,Bani Hushaysh district,15.455484,44.377978,3,0,,"08/08/2015: Assailants abducted Zinallah al-Matari, the assistant secretary general of the Nasserite Unionist People's Organization, in Bani Hushaysh district, Sanaa governorate, Yemen. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Nasserite Unionist People's Organization,Assistant Secretary General: Zinallah al-Matari,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,1,0,,-99,,,0,,,,,,7,Unknown,-99,,"""'Sources': Huthis Declare State of Emergency Possibly To Prevent 'Imminent Coup' By Salih's Forces,"" Al-Sharq al-Awsat Online, August 9, 2015.","""Yemen: Security Roundup 2000 GMT 9 August 2015,"" OSC Summary, August 9, 2015.",,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,9,,1,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"08/09/2015: Assailants abducted Dr. Abd-al-Razzaq Al-Ashwa in Sanaa city, Amanat Al Asimah governorate, Yemen. Al-Ashwa, the minister of Technical Education and Vocational Training, was released unharmed on January 14, 2016. No group claimed responsibility; however, sources attributed the attack to Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Yemeni Ministry of Technical Education and Vocational Training,Minister: Doctor Abd-al-Razzaq al-Ashwal,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was stolen in this attack.,1,1,0,,158,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"""Gulf of Aden Security Review - January 15, 2016,"" Critical Threats, January 15, 2016.","""Local Media Questions UN Envoy's Claim That Yemen Minister Released By Huthis,"" BBC Monitoring, January 14, 2016.","""Yemen: Security Roundup 2000 GMT 9 August 2015,"" OSC Summary, August 9, 2015.",START Primary Collection,0,0,0,0,
2.02E+11,2015,8,9,,1,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"08/09/2015: Assailants kidnapped ten members of the Islamic Reform Group (Islah) in Sanaa city, Amanat Al Asimah governorate, Yemen. The whereabouts of the victims are unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Islamic Reform Group (Islah),Leaders,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,10,0,,-99,,,0,,,,,,7,Unknown,-99,,"""Huthis 'kidnap' 10 leaders of Yemen Muslim Brotherhood party - TV,"" Al-Jazirah Satellite Channel Television, August 9, 2015.","""'Sources': Huthis Declare State of Emergency Possibly To Prevent 'Imminent Coup' By Salih's Forces,"" Al-Sharq al-Awsat Online, August 9, 2015.","""Yemen's Muslim Brotherhood condemns arrest of its leaders,"" Middle East Monitor, August 10, 2015.",START Primary Collection,0,0,0,0,
2.02E+11,2015,8,11,,0,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,,"08/11/2015: An explosive device detonated near a police vehicle in Sanaa city, Amanat Al Asimah governorate, Yemen. There were no reported casualties. The Sanaa Province of the Islamic State claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,228,Yemen,,,,,,,,,,,,,,,,,Sanaa Province of the Islamic State,,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Suspected US drone strike kills 5 al-Qaida militants in Yemen,"" Jerusalem Post, August 12, 2015.","""Suspected U.S. drone strike kills five al Qaeda militants in Yemen,"" Reuters UK, August 12, 2015.",,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,12,8/12/2015 0:00,0,,228,Yemen,10,Middle East & North Africa,Al Hudaydah,Bab al-Naqah,15.136726,43.379341,1,0,,"08/12/2015: Assailants attacked the vehicle of Taha al-Mutawakkil in Bab al-Naqah area, Al Hudaydah governorate, Yemen. Al-Mutawakkil, a Huthi leader, and his driver were killed in the attack. No group claimed responsibility for the incident.",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Huthis,Leader: Taha al-Mutawakkil,228,Yemen,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The attack may have been the result of conflict between rival groups.,"""Yemen: Security Roundup 2000 GMT 12 August 2015,"" OSC Summary, August 12, 2015.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2015,8,12,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Al-Yatamah,17.022622,45.795565,2,0,,"08/12/2015: Assailants attacked a Huthi checkpoint in Al-Yatamah area, Al Jawf governorate, Yemen. Six Huthis were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Popular Resistance Committees (Yemen).",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,9,Unknown,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Huthis,Checkpoint,228,Yemen,,,,,,,,,,,,,,,,,Popular Resistance Committees (Yemen),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,6,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,Two vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The attack may have been the result of conflict between rival groups.,"""Yemen: Security Roundup 2000 GMT 12 August 2015,"" OSC Summary, August 12, 2015.",,,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,12,,0,,228,Yemen,10,Middle East & North Africa,Al Jawf,Sirhan,16.278967,44.49901,1,0,,"08/12/2015: Assailants attacked a Huthi checkpoint in Sirhan area, Al Jawf governorate, Yemen. Eight Huthis were killed and an unknown number of others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Popular Resistance Committees (Yemen).",1,0,1,1,3,Intra/Inter-group Conflict,0,1,0,9,Unknown,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Huthis,Checkpoint,228,Yemen,,,,,,,,,,,,,,,,,Popular Resistance Committees (Yemen),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,8,0,0,,0,0,0,,,,,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The attack may have been the result of conflict between rival groups.,"""Yemen: Security Roundup 2000 GMT 12 August 2015,"" OSC Summary, August 12, 2015.",,,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,16,,0,,173,Saudi Arabia,10,Middle East & North Africa,Najran,Unknown,17.565604,44.228944,4,0,,"08/16/2015: Assailants fired rockets and attempted to infiltrate Najran province, Saudi Arabia. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,1,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75,Village/City/Town/Suburb,Najran Province,Province,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown,,,,,,,,,,,Rockets were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""Saudi troops repel Houthi border attack,"" Al Jazeera, August 16, 2015.","""Yemen: Security Roundup 2000 GMT 16 August 2015,"" OSC Summary, August 16, 2015.",,START Primary Collection,1,1,0,1,
2.02E+11,2015,8,16,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.887294,42.565977,4,0,,"08/16/2015: Assailants fired rockets and attempted to infiltrate Jazan province, Saudi Arabia. Two border guards were killed in the attack. No group claimed responsibility; however, sources attributed the incident to Huthis.",1,1,1,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Saudi Border Guard,"Sergeants: Hasan Ali Al-Ghazwani, Sarwi Al-Saeed",173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",13,Unknown,,,,,,,,,,,Missiles were used in the attack.,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""Saudi troops repel Houthi border attack,"" Al Jazeera, August 16, 2015.","""Missile attack kills two Saudi soldiers,"" DAWN Group, August 18, 2015.","""Two guards killed in border attack,"" Saudi Gazette, August 17, 2015.",START Primary Collection,1,1,0,1,
2.02E+11,2015,8,20,,1,,228,Yemen,10,Middle East & North Africa,Mahwit,Unknown,15.46844,43.545888,4,0,,"08/20/2015: Assailants abducted dozens of Islamic Reform Group (Islah) and General People's Congress (GPC) leaders in Mahwit governorate, Yemen. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the attack to the Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Islamic Reform Group (Islah),Leaders,228,Yemen,14,Private Citizens & Property,84,Political Party Member/Rally,General People's Congress (GPC),Leaders,228,Yemen,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,24,0,,-99,,,0,,,,,,7,Unknown,-99,The victims included Mujahid al-Nuwayrah.,"""Yemen: Security Roundup 1200 GMT 23 August 2015,"" OSC Summary, August 22, 2015.","""Yemen: Security Roundup 2000 GMT 20 August 2015,"" OSC Summary, August 19, 2015.",,START Primary Collection,0,0,0,0,
2.02E+11,2015,8,22,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.887294,42.565977,4,0,,"08/22/2015: Assailants fired rockets at a Saudi Border Guard outpost in Jazan province, Saudi Arabia. At least one officer was killed in the attack. No group claimed responsibility; however, sources attributed the incident to Huthis.",1,1,1,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Saudi Border Guard,Outpost,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""Houthi rockets kill 14 civilians in Taiz,"" Saudi Gazette, August 24, 2015.","""Four al-Qaeda suspects killed by 'US drone' in Yemen,"" Middle East Eye, August 23, 2015.","""Rocket fire: Saudi border guard killed,"" Daily Tribune, August 22, 2015.",START Primary Collection,1,1,0,1,
2.02E+11,2015,8,23,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.887294,42.565977,4,0,,"08/23/2015: Assailants fired rockets at a military post in Jazan province, Saudi Arabia. Major General Abdulrahman bin Saad al-Shahrani, a senior military commander, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Royal Saudi Arabian Armed Forces,Post,173,Saudi Arabia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,The victims included Major General Abdulrahman Bin Saad Al-Shahrani.,"""Saudis say Scud missile fired by Yemeni rebels intercepted,"" Associated Press, August 26, 2015.","""Houthi rockets kill 14 civilians in Taiz,"" Saudi Gazette, August 24, 2015.","""Saudi general killed in cross-border fire from Yemen,"" MyInforms, August 24, 2015.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2015,8,23,8/23/2015 0:00,1,,228,Yemen,10,Middle East & North Africa,Amanat Al Asimah,Sanaa,15.325443,44.211895,1,0,The incident occurred on the Sanaa University campus.,"08/23/2015: Assailants kidnapped an unknown number of professors from the Sanaa University campus in Sanaa city, Amanat Al Asimah governorate, Yemen. The whereabouts of the professors are unknown. No group claimed responsibility for the incident; however, sources attributed the kidnapping to Huthis.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,8,Educational Institution,48,Teacher/Professor/Instructor,University of Sanaa,Professors,228,Yemen,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,-99,0,,-99,,,0,,,,,,7,Unknown,-99,,"""Yemen: Political Roundup 1200 GMT 26 August 2015,"" OSC Summary, August 26, 2015.","""Yemen: Security Roundup 1200 GMT 24 August 2015,"" OSC Summary, August 23, 2015.","""Yemen: Political Roundup 1200 GMT 24 August 2015,"" OSC Summary, August 23, 2015.",START Primary Collection,0,0,0,0,
2.02E+11,2015,8,24,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.889303,42.570655,4,0,,"08/24/2015: Assailants shelled a border post in Jazan province, Saudi Arabia. One soldier was killed and three soldiers were injured in the attack. No group claimed responsibility; however, sources attributed the incident to Huthis.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Royal Saudi Arabian Armed Forces,Outpost,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,"Artillery, mortars, missiles, and rockets were used in the attack.",1,0,0,3,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""3 Saudi soldiers killed in action against Yemen rebels,"" Associated Press, August 25, 2015.","""At Least 3 Saudi Soldiers Killed in Shelling on Yemeni Border,"" Latin American Herald Tribune, August 25, 2015.","""Yemen rebels kill 3 Saudi soldiers in border attacks,"" Appeal-Democrat.com, August 25, 2015.",START Primary Collection,1,1,0,1,
2.02E+11,2015,8,25,,0,,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Unknown,16.889287,42.570656,4,0,,"08/25/2015: Assailants shelled a military post in Jazan province, Saudi Arabia. Two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",1,1,0,1,5,State Actors,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Royal Saudi Arabian Armed Forces,Post,173,Saudi Arabia,,,,,,,,,,,,,,,,,Houthi extremists (Ansar Allah),,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. It is unclear who has sovereign authority in Yemen, and the legitimacy of the Huthis as a governing body is contested.","""3 Saudi soldiers killed in action against Yemen rebels,"" Associated Press, August 25, 2015.","""At Least 3 Saudi Soldiers Killed in Shelling on Yemeni Border,"" Latin American Herald Tribune, August 25, 2015.","""Pan Arab T Vs Focus On Developments In Yemen, Syria, Lebanon,"" BBC Monitoring, August 25, 2015.",START Primary Collection,1,1,0,1,
